,image,dark_corner,hair,gel_bubble,ruler,clean,label
95,ISIC_0000513,0.03309857100248337,0.9210699200630188,0.006176996976137161,1.0,0.0,1
96,ISIC_0000517,0.4294825494289398,0.4268540143966675,0.029204387217760086,0.0032404758967459197,1.0,1
98,ISIC_0000519,0.013881324790418148,0.038401030004024506,0.002550679259002209,1.0,0.0,1
99,ISIC_0000520,0.005162724293768406,1.0,0.001954527106136084,0.4115597903728485,0.0,1
100,ISIC_0000521,0.00808542687445879,0.6507811546325684,1.0,0.045768756419420235,0.0,1
102,ISIC_0000531,0.004857927095144987,0.12605123221874234,0.18583203852176666,1.0,0.0,1
103,ISIC_0000533,0.002561558969318867,0.03981354087591171,0.16117992997169495,0.010085352696478369,1.0,1
104,ISIC_0000547,0.1247967928647995,0.032872617244720466,0.0415075346827507,1.0,0.0,1
106,ISIC_0000549,0.027327708899974826,1.0,0.0422179251909256,0.0205515306442976,0.0,1
107,ISIC_0000550,0.0011919175740331411,1.0,0.041103366762399667,0.8086285591125488,0.0,1
110,ISIC_0000555,0.2262803018093109,1.0,0.06977252662181854,0.9888448119163512,0.0,1
112,ISIC_0001102,0.16486847400665286,0.1653381884098053,0.0015082989120855927,1.0,0.0,1
113,ISIC_0001103,0.00865941308438778,1.0,0.8782721757888794,0.03447629138827324,0.0,1
116,ISIC_0001118,0.07252553850412369,0.006343730725347996,0.02931326068937778,1.0,0.0,1
117,ISIC_0001119,0.16343693435192108,1.0,0.001165752881206572,0.9944964647293092,0.0,1
119,ISIC_0001128,0.0024656867608428,1.0,0.025264142081141472,0.16448812186717987,0.0,1
120,ISIC_0001131,0.9816881418228148,1.0,0.40741166472435,0.4792346060276032,0.0,1
123,ISIC_0001140,0.02022737078368664,0.02934938855469227,0.0019485194934532046,0.008001957088708878,1.0,1
124,ISIC_0001142,1.0,0.014381711371243,0.0794600248336792,0.9737895727157592,0.0,1
125,ISIC_0001148,0.0019443824421614406,0.11773119866847992,0.011625383980572224,0.2600722014904022,1.0,1
126,ISIC_0001152,0.0462934784591198,1.0,0.020808376371860504,0.07043852657079698,0.0,1
129,ISIC_0009898,0.0026433668099343772,0.2610918879508972,0.18767565488815308,1.0,0.0,1
130,ISIC_0009910,0.03365587070584297,1.0,0.06773578375577928,0.11327630281448366,0.0,1
131,ISIC_0009918,1.0,0.8808447122573853,0.9363221526145936,0.8254423737525941,0.0,1
133,ISIC_0009934,0.0050200074911117545,0.013405883684754372,1.0,0.0034419274888932705,0.0,1
134,ISIC_0009950,0.0019215646898373961,1.0,0.08868935704231262,0.07062146812677382,0.0,1
136,ISIC_0009960,0.004696568939834833,0.10897820442914964,0.02468349784612656,0.11222613602876663,1.0,1
138,ISIC_0009992,0.9729466438293456,1.0,0.003779803402721882,0.9630224108695984,0.0,1
139,ISIC_0009993,0.00027138227596879005,0.02910241298377514,1.0,0.0008844983531162143,0.0,1
140,ISIC_0010000,0.8960459232330322,0.006965541746467352,1.0,0.27382493019104004,0.0,1
142,ISIC_0010016,0.088902547955513,0.035891093313694,0.059874903410673135,1.0,0.0,1
143,ISIC_0010023,0.0015028828056529164,0.8551957011222839,1.0,0.07754775136709212,0.0,1
144,ISIC_0010024,0.002914592856541276,0.026446446776390083,0.03608078882098198,0.06939288973808289,1.0,1
145,ISIC_0010029,0.01478396914899349,0.0639105886220932,0.0269976370036602,1.0,0.0,1
146,ISIC_0010034,0.019142556935548786,0.2595994174480438,0.010983259417116642,0.046866364777088165,1.0,1
149,ISIC_0010056,0.0023602207656949763,0.22474923729896545,1.0,0.0048100478015840045,0.0,1
150,ISIC_0010067,0.0008970599737949668,0.9404832720756532,1.0,0.031334418803453445,0.0,1
152,ISIC_0010089,0.008153999224305153,0.9168822765350342,0.9248109459877014,1.0,0.0,1
153,ISIC_0010094,0.001192871481180191,0.009741214103996755,1.0,0.019973594695329663,0.0,1
154,ISIC_0010171,0.025087391957640648,1.0,0.029688244685530663,0.9367254376411438,0.0,1
155,ISIC_0010174,0.1226951777935028,1.0,0.7594169378280641,0.9661071896553041,0.0,1
156,ISIC_0010175,0.007188446354120971,1.0,0.012076159939169884,0.005930725485086441,0.0,1
157,ISIC_0010189,0.0044470690190792075,0.03234916552901268,1.0,0.04297271743416786,0.0,1
159,ISIC_0010207,0.799838662147522,1.0,0.19530242681503296,0.6362618803977966,0.0,1
163,ISIC_0010240,0.029720103368163112,0.016970477998256683,0.798409104347229,1.0,0.0,1
164,ISIC_0010241,0.5401604175567627,0.6741967797279358,0.3241419196128845,1.0,0.0,1
166,ISIC_0010265,0.0014440387021750214,0.08750196546316147,0.22499486804008484,0.01873875968158245,1.0,1
169,ISIC_0010321,0.008492334745824337,0.06108462810516356,0.02868853509426117,1.0,0.0,1
170,ISIC_0010322,0.09865359961986543,0.0194418840110302,1.0,0.010432005859911442,0.0,1
171,ISIC_0010329,1.0,0.04905042052268982,0.9591770768165588,0.8942937254905701,0.0,1
172,ISIC_0010349,0.13606001436710358,1.0,0.0044780545867979535,0.0637405589222908,0.0,1
173,ISIC_0010350,0.08660826832056047,0.11092128604650496,0.009266655892133713,1.0,0.0,1
174,ISIC_0010358,0.0003546588413883001,1.0,0.013026045635342598,0.08141203969717026,0.0,1
175,ISIC_0010360,0.0029015915933996443,1.0,0.09337043762207033,0.09411221742630003,0.0,1
176,ISIC_0010364,0.0025132023729383945,1.0,0.09009740501642227,0.3495769202709198,0.0,1
177,ISIC_0010372,0.006267086137086153,0.024590535089373592,0.4575669765472412,0.20449095964431765,1.0,1
178,ISIC_0010379,0.7847625017166138,0.22254419326782227,0.23859624564647675,1.0,0.0,1
181,ISIC_0010466,0.056834325194358826,0.9735693335533142,0.9363175034523009,1.0,0.0,1
182,ISIC_0010468,0.00850890763103962,0.03560660034418106,0.12600992619991302,0.03915974125266075,1.0,1
183,ISIC_0010476,0.2320737689733505,0.03963005170226097,0.1463468372821808,0.12880755960941315,1.0,1
184,ISIC_0010576,0.00022731107310391963,0.15546292066574094,0.6006237268447876,0.2103038728237152,1.0,1
185,ISIC_0010587,0.004372868686914444,0.9205175042152404,1.0,0.012281031347811222,0.0,1
186,ISIC_0010591,0.024490511044859886,0.006576457992196083,0.007323307450860739,1.0,0.0,1
187,ISIC_0010596,0.003008064581081271,1.0,0.0483725406229496,0.8308985233306885,0.0,1
188,ISIC_0010597,0.06092876568436624,0.10651928931474686,0.0153394415974617,0.02311002463102341,1.0,1
190,ISIC_0010860,0.02149856276810169,1.0,0.7729012966156006,0.7287786602973938,0.0,1
192,ISIC_0010863,0.004982052836567164,0.03029289655387402,1.0,0.019704841077327732,0.0,1
193,ISIC_0011095,0.013399966061115265,1.0,0.017160311341285706,0.004856160376220942,0.0,1
194,ISIC_0011099,0.07240834087133408,1.0,0.05757855251431465,0.8544920086860657,0.0,1
195,ISIC_0011112,0.0697692409157753,0.3603941798210144,1.0,0.033828750252723694,0.0,1
197,ISIC_0011121,0.03481841832399368,1.0,0.06220471858978272,0.10930072516202928,0.0,1
199,ISIC_0011130,0.0029437998309731483,1.0,0.8798907399177551,0.03443010151386261,0.0,1
200,ISIC_0011132,0.00991262402385473,1.0,0.9217577576637268,0.028546066954731938,0.0,1
202,ISIC_0011137,0.01758287474513054,0.013257834129035471,0.0007647097227163613,0.0636293813586235,1.0,1
204,ISIC_0011140,0.01402013935148716,0.922684907913208,1.0,0.011274730786681177,0.0,1
205,ISIC_0011151,0.03672809898853302,0.01269516907632351,0.01088891364634037,0.10303998738527298,1.0,1
206,ISIC_0011158,0.014688896946609018,1.0,0.7972831130027771,0.9837703108787536,0.0,1
207,ISIC_0011161,0.049760885536670685,0.9027112722396852,0.03935891389846802,1.0,0.0,1
209,ISIC_0011166,0.08866056799888611,0.004807287827134132,0.7240754961967468,1.0,0.0,1
211,ISIC_0011176,0.006198109593242407,0.006528924684971571,0.0034181610681116577,1.0,0.0,1
215,ISIC_0011315,0.02549394778907299,1.0,0.13505494594573975,0.018006816506385803,0.0,1
217,ISIC_0011334,0.0721391886472702,0.08290819823741913,0.020970452576875687,1.0,0.0,1
218,ISIC_0011344,0.16828688979148865,1.0,0.5088152289390564,0.885328471660614,0.0,1
219,ISIC_0011348,0.006304350681602955,0.2629973888397217,1.0,0.05615115538239479,0.0,1
220,ISIC_0011349,0.16607174277305606,1.0,0.9346355199813844,0.8831781148910522,0.0,1
221,ISIC_0011356,0.020592043176293373,0.1022316962480545,1.0,0.00871665682643652,0.0,1
222,ISIC_0011366,0.07309208810329437,0.9562935829162598,0.0017033497570082545,1.0,0.0,1
223,ISIC_0011374,0.06076642870903015,0.17536212503910065,1.0,0.0034211361780762672,0.0,1
227,ISIC_0012137,0.025451064109802246,0.04098156839609146,0.7006732821464539,1.0,0.0,1
229,ISIC_0012208,0.015379719436168669,0.2923955321311951,0.9265968203544616,1.0,0.0,1
230,ISIC_0012258,0.10264431685209274,0.19165922701358795,0.5174676775932312,1.0,0.0,1
233,ISIC_0012298,0.1295122504234314,0.011280511505901814,0.06378129869699478,1.0,0.0,1
234,ISIC_0012348,0.0018283677054569125,0.02377091906964779,0.0477541871368885,1.0,0.0,1
236,ISIC_0012369,0.2232546955347061,0.8955400586128235,1.0,0.8402748107910156,0.0,1
237,ISIC_0012382,0.04743843153119087,1.0,0.1013835147023201,0.947478711605072,0.0,1
238,ISIC_0012391,0.0017490105237811804,0.06643989682197571,0.019622333347797397,1.0,0.0,1
240,ISIC_0012425,0.9658709168434144,0.969363808631897,0.2278483062982559,1.0,0.0,1
241,ISIC_0012434,0.039966821670532234,0.2480432689189911,0.019548341631889343,1.0,0.0,1
244,ISIC_0012512,0.9861701130867004,1.0,0.9675529599189758,0.9747364521026612,0.0,1
247,ISIC_0012715,0.027009643614292145,0.10199906677007677,1.0,0.9975016117095948,0.0,1
248,ISIC_0012749,0.8942675590515137,1.0,0.9676728248596193,0.7488059401512146,0.0,1
250,ISIC_0012758,0.002393377013504505,1.0,0.05546145886182785,0.000494359468575567,0.0,1
255,ISIC_0012990,0.008345324546098709,1.0,0.008314850740134716,0.901784121990204,0.0,1
256,ISIC_0013072,0.005297994241118431,0.026230555027723312,0.0032592369243502613,1.0,0.0,1
258,ISIC_0013079,0.025867082178592682,0.11439884454011914,0.022403588518500328,1.0,0.0,1
261,ISIC_0013198,0.04334570467472077,1.0,0.7973100543022156,0.8588017225265503,0.0,1
262,ISIC_0013232,0.00272647594101727,0.12187907844781876,0.19574381411075592,1.0,0.0,1
264,ISIC_0013258,0.18251240253448486,0.9935392141342164,0.02243415638804436,1.0,0.0,1
265,ISIC_0013277,0.9618086814880372,1.0,0.029880095273256305,0.8753339648246765,0.0,1
266,ISIC_0013321,0.8932212591171265,0.004528001882135868,0.14233237504959104,1.0,0.0,1
267,ISIC_0013334,0.7775151133537292,1.0,0.901599645614624,0.9267529249191284,0.0,1
269,ISIC_0013365,0.9901180863380432,0.2760198712348938,0.8477386236190796,1.0,0.0,1
271,ISIC_0013411,0.7635003924369812,0.02175707183778286,0.03937796503305435,1.0,0.0,1
273,ISIC_0013427,0.908376395702362,0.3687306642532349,0.730746865272522,1.0,0.0,1
274,ISIC_0013429,0.5183892846107483,1.0,0.015122425742447375,0.710086464881897,0.0,1
275,ISIC_0013455,0.8909013271331787,0.05951430276036264,0.02356032282114029,1.0,0.0,1
276,ISIC_0013457,0.8810564279556274,0.17206460237503052,0.019110918045043945,1.0,0.0,1
277,ISIC_0013459,0.9137781262397766,0.11513075977563858,0.9219244122505188,1.0,0.0,1
278,ISIC_0013472,1.0,0.1028575524687767,0.24862246215343475,0.9822006225585938,0.0,1
279,ISIC_0013473,0.9774999022483826,1.0,0.6847476363182068,0.9824686646461488,0.0,1
280,ISIC_0013490,0.984679400920868,1.0,0.19743019342422485,0.9963845610618592,0.0,1
281,ISIC_0013491,0.9749820828437804,0.09163627028465272,0.007213081233203411,1.0,0.0,1
286,ISIC_0013525,0.084856778383255,0.2498483806848526,0.0055554467253386966,1.0,0.0,1
290,ISIC_0013572,0.3364812135696411,1.0,0.0228700302541256,0.9350194334983826,0.0,1
293,ISIC_0013578,0.9957382082939148,0.03663857281208038,0.9066799879074096,1.0,0.0,1
294,ISIC_0013579,1.0,0.008147234097123146,0.753231406211853,0.9392921924591064,0.0,1
295,ISIC_0013581,0.3372282087802887,0.04661250486969948,0.625740647315979,1.0,0.0,1
296,ISIC_0013588,0.8519273996353149,0.055258549749851234,0.6638475060462952,1.0,0.0,1
297,ISIC_0013594,0.8719840049743652,0.4348779022693634,0.33824363350868225,1.0,0.0,1
298,ISIC_0013606,0.9487286210060121,0.03929684311151505,0.7767720222473145,1.0,0.0,1
299,ISIC_0013610,0.016198713332414627,0.8649123311042786,0.1799238622188568,1.0,0.0,1
300,ISIC_0013615,0.9345778822898864,1.0,0.4629778563976288,0.9671050310134888,0.0,1
301,ISIC_0013617,0.9833347201347352,1.0,0.18493923544883728,0.9937673807144164,0.0,1
302,ISIC_0013618,0.9937169551849364,0.03034278377890587,0.1170351430773735,1.0,0.0,1
304,ISIC_0013634,1.0,0.05143160745501518,0.6419432759284973,0.9040452837944032,0.0,1
305,ISIC_0013636,0.8194737434387207,1.0,0.28086939454078674,0.900046169757843,0.0,1
306,ISIC_0013639,1.0,0.023226412013173103,0.012494469061493874,0.967710256576538,0.0,1
308,ISIC_0013651,0.9339171051979064,1.0,0.8848888874053955,0.8624671697616577,0.0,1
311,ISIC_0013671,0.9595401883125304,0.9836905002593994,0.12734870612621307,1.0,0.0,1
313,ISIC_0013674,0.03660449013113976,0.10713212937116624,0.18952696025371552,1.0,0.0,1
315,ISIC_0013696,0.970884084701538,0.996724545955658,0.7500011920928955,1.0,0.0,1
318,ISIC_0013736,0.9921148419380188,1.0,0.8550881147384644,0.9972480535507202,0.0,1
320,ISIC_0013740,0.20515485107898712,0.442902147769928,1.0,0.9454116821289062,0.0,1
321,ISIC_0013762,1.0,0.41553062200546265,0.15881089866161344,0.8417680263519287,0.0,1
324,ISIC_0013775,0.9917734265327454,1.0,0.11714567244052887,0.9979627132415771,0.0,1
325,ISIC_0013777,1.0,0.045055989176034934,0.034141793847084045,0.9815402030944824,0.0,1
328,ISIC_0013815,0.9547971487045288,0.08439435064792633,1.0,0.9378032684326172,0.0,1
330,ISIC_0013831,0.35864269733428955,0.025229208171367645,0.012109290808439256,1.0,0.0,1
332,ISIC_0013833,1.0,0.008704486303031445,0.5011445879936218,0.9396530389785768,0.0,1
333,ISIC_0013839,0.0430506132543087,1.0,0.003530848538503051,0.9983364343643188,0.0,1
335,ISIC_0013842,0.990670919418335,0.0222645215690136,0.03620891645550728,1.0,0.0,1
337,ISIC_0013861,1.0,0.18704426288604736,0.5474547743797302,0.8990015387535095,0.0,1
338,ISIC_0013865,1.0,0.03511271253228188,0.8316413164138794,0.979017734527588,0.0,1
339,ISIC_0013867,1.0,0.023429237306118008,0.6295777559280396,0.8997237682342529,0.0,1
340,ISIC_0013874,1.0,0.9396267533302308,0.0017438913928344846,0.9451810717582704,0.0,1
341,ISIC_0013908,0.04187437891960144,0.5292013287544249,0.8185132741928101,1.0,0.0,1
344,ISIC_0013936,0.06093274429440498,1.0,0.02267526648938656,0.9387348294258118,0.0,1
345,ISIC_0013948,0.010740497149527071,1.0,0.2060263603925705,0.9765730500221252,0.0,1
347,ISIC_0013969,1.0,0.07740750163793564,0.2433261275291443,0.03666795417666435,0.0,1
348,ISIC_0013972,0.9422539472579956,1.0,0.19774241745471954,0.04991064593195915,0.0,1
350,ISIC_0013984,0.012390071526169777,0.06074229627847672,0.05409850552678108,1.0,0.0,1
351,ISIC_0013986,0.10427237302064896,1.0,0.04318737983703613,0.9579542279243468,0.0,1
352,ISIC_0013987,0.07478655129671098,0.23669104278087616,0.12073692679405212,1.0,0.0,1
355,ISIC_0013997,0.9676792621612548,0.1647975891828537,0.8441911339759827,1.0,0.0,1
356,ISIC_0014013,0.9885325431823729,0.988636553287506,0.00458380626514554,1.0,0.0,1
359,ISIC_0014044,1.0,0.010073263198137285,0.1529119461774826,0.9577780365943908,0.0,1
360,ISIC_0014049,0.19348350167274475,0.01820504479110241,0.1876692771911621,1.0,0.0,1
361,ISIC_0014059,1.0,0.006040579173713922,0.0077632544562220565,0.9199291467666626,0.0,1
362,ISIC_0014062,1.0,0.02355918474495411,0.04143762215971947,0.9584208130836488,0.0,1
363,ISIC_0014072,0.9267250299453736,1.0,0.958626627922058,0.8995475172996521,0.0,1
366,ISIC_0014092,1.0,0.3698045313358307,0.1701446920633316,0.9662083983421326,0.0,1
367,ISIC_0014099,0.9697605967521667,0.030030716210603717,0.875273585319519,1.0,0.0,1
369,ISIC_0014108,0.956368088722229,1.0,0.2764754593372345,0.9819666147232056,0.0,1
371,ISIC_0014127,0.9783011078834534,1.0,0.3463249206542969,0.9516364336013794,0.0,1
374,ISIC_0014133,0.9134313464164734,1.0,0.18462522327899933,0.881033182144165,0.0,1
375,ISIC_0014136,0.8730367422103882,1.0,0.012842124328017237,0.9515936970710754,0.0,1
377,ISIC_0014151,0.9447258114814758,1.0,0.7803832888603209,0.9217347502708436,0.0,1
382,ISIC_0014171,0.9456347823143004,1.0,0.0358089953660965,0.8238046765327454,0.0,1
384,ISIC_0014181,0.9741851687431335,1.0,0.7616072297096252,0.9614675045013428,0.0,1
386,ISIC_0014186,0.945496678352356,1.0,0.947910487651825,0.9666063189506532,0.0,1
388,ISIC_0014189,0.9845035672187804,1.0,0.3213168382644653,0.965695023536682,0.0,1
392,ISIC_0014221,0.99126935005188,1.0,0.7455569505691528,0.994342565536499,0.0,1
395,ISIC_0014233,0.9736355543136596,0.0878482460975647,1.0,0.9960817694664,0.0,1
396,ISIC_0014238,0.9940026998519896,0.01323740091174841,0.005167844705283642,1.0,0.0,1
397,ISIC_0014249,0.9841129779815674,0.11697325855493546,0.8550972938537598,1.0,0.0,1
398,ISIC_0014255,0.8722133636474609,1.0,0.9416332244873048,0.9556878805160522,0.0,1
400,ISIC_0014284,0.9857124090194702,0.8666620850563049,0.12049558013677596,1.0,0.0,1
403,ISIC_0014290,0.9590613842010498,1.0,0.8765316605567932,0.011492920108139515,0.0,1
406,ISIC_0014308,1.0,0.1117333397269249,0.2546626925468445,0.8143805861473083,0.0,1
408,ISIC_0014324,1.0,0.008873348124325275,0.21494418382644653,0.9385255575180054,0.0,1
409,ISIC_0014325,0.9449696540832521,0.052318885922431946,0.054279960691928864,1.0,0.0,1
410,ISIC_0014327,0.9727962613105774,0.019034739583730698,0.9152786135673524,1.0,0.0,1
412,ISIC_0014336,1.0,0.5868281722068787,0.906412959098816,0.9586181640625,0.0,1
413,ISIC_0014337,0.9829297661781312,0.0522049106657505,1.0,0.91837739944458,0.0,1
414,ISIC_0014347,1.0,0.002611312083899975,0.17243775725364685,0.8647072315216064,0.0,1
415,ISIC_0014349,1.0,0.11310148984193802,0.8720486164093018,0.9403579235076904,0.0,1
416,ISIC_0014357,0.945892870426178,1.0,0.5153358578681946,0.8495338559150696,0.0,1
418,ISIC_0014361,0.8755229115486145,1.0,0.12065158784389494,0.9562771320343018,0.0,1
422,ISIC_0014395,1.0,0.09571068733930588,0.9079043865203856,0.7778895497322083,0.0,1
424,ISIC_0014423,1.0,0.014943425543606281,0.7324616312980652,0.9598329067230223,0.0,1
427,ISIC_0014454,1.0,0.03635869920253754,0.8189743757247925,0.9494484066963196,0.0,1
428,ISIC_0014476,0.9855384230613708,1.0,0.2996687591075897,0.9808418750762941,0.0,1
429,ISIC_0014478,0.9783369302749634,0.11838553100824355,0.7202286720275879,1.0,0.0,1
432,ISIC_0014489,0.8074699640274048,0.031381912529468536,1.0,0.8790698051452637,0.0,1
433,ISIC_0014501,0.9883821606636048,0.08272950351238251,0.9277355670928956,1.0,0.0,1
434,ISIC_0014506,1.0,0.07922663539648056,0.8695498108863831,0.8772020936012268,0.0,1
435,ISIC_0014507,1.0,0.01023786049336195,0.2183578908443451,0.9737470746040344,0.0,1
436,ISIC_0014513,0.9883275628089904,0.05675051733851433,0.8589536547660828,1.0,0.0,1
438,ISIC_0014525,0.866131067276001,1.0,0.833835780620575,0.8383138179779053,0.0,1
439,ISIC_0014527,0.942971169948578,1.0,0.08395974338054657,0.9901618361473083,0.0,1
441,ISIC_0014542,0.8586046099662781,0.9596868753433228,0.4889134168624878,1.0,0.0,1
443,ISIC_0014545,1.0,0.03807973489165306,0.7115921974182129,0.9591652750968932,0.0,1
446,ISIC_0014558,0.9560952186584472,0.018437866121530533,1.0,0.8724779486656189,0.0,1
447,ISIC_0014559,0.7405070662498474,1.0,0.7145593762397766,0.793012797832489,0.0,1
449,ISIC_0014666,0.6110801696777344,0.8683210015296936,1.0,0.00036103717866353685,0.0,1
450,ISIC_0014688,0.9381153583526612,1.0,0.0669371485710144,0.013236979022622108,0.0,1
451,ISIC_0014703,0.0596759095788002,0.12724801898002625,1.0,0.000185876211617142,0.0,1
453,ISIC_0014735,1.0,0.012058127671480179,0.9424139261245728,0.013208626769483091,0.0,1
456,ISIC_0014788,0.02610577829182148,0.14716437458992004,1.0,0.0006611208664253353,0.0,1
457,ISIC_0014790,0.3400179147720337,1.0,0.9560701251029968,0.004685083869844675,0.0,1
458,ISIC_0014795,0.10351109504699707,1.0,0.8368527293205261,0.0090192100033164,0.0,1
461,ISIC_0014826,0.0004762610187754035,0.9926232695579528,1.0,0.006325709633529186,0.0,1
462,ISIC_0014832,0.04399727657437325,1.0,0.9994314312934875,0.002491202671080828,0.0,1
463,ISIC_0014857,0.11382725834846495,0.7103378772735596,1.0,0.0005448921001516284,0.0,1
465,ISIC_0014872,0.021385021507740017,0.9982597827911376,1.0,0.00017179541464429351,0.0,1
467,ISIC_0014891,0.02052723616361618,1.0,0.9588499665260316,0.009540999308228493,0.0,1
